Transcript ID	Locus ID	Entrez Arabidopsis ID	Col_Shoot_baseMeanB_GC	Col_Shoot_baseMeanA_FL	Col_Shoot_log2FoldChange	Col_Shoot_pval	Col_Shoot_padj	Symbol
AT5G06090.1	AT5G06090	830496	0.886841514	4.830982497	-2.445568415	0.017354664	1	GPAT7
AT5G06200.1	AT5G06200	830507	5.732465493	0.773209924	2.890223706	0.005485986	0.573225184	integral membrane
AT5G06730.1	AT5G06730	830562	12.39556433	2.542902704	2.285275786	0.00386268	0.473813468	peroxidase
AT5G06740.1	AT5G06740	830563	45.30714918	8.131764463	2.478098383	1.54E-05	0.009587093	kinase
AT5G06839.3	AT5G06839	830575	7.54491887	1.580171984	2.255423799	0.025772032	1	bZIP TF
AT5G07000.1	AT5G07000	830591	407.7952928	235.8457357	0.790001606	0.012253396	0.945460292	ST2B
AT5G07010.1	AT5G07010	830592	68.89065561	20.89206605	1.721353138	0.000350852	0.110944563	ST2A
AT5G07130.1	AT5G07130	830604	86.84403725	53.17754856	0.707609525	0.046793666	1	LAC13
AT5G07440.1	AT5G07440	830635	1942.136919	5340.92036	-1.459443459	0.000318532	0.105431077	GDH2
AT5G07440.2	AT5G07440	830635	1945.121008	5337.689183	-1.456355389	0.000325305	0.106676054	GDH2
AT5G07440.3	AT5G07440	830635	1720.734917	4766.536113	-1.469916363	0.0002739	0.093273638	GDH2
AT5G07450.1	AT5G07450	830636	9.095566909	31.03074573	-1.770462902	0.004743921	0.525218382	CYCP4;3
AT5G07650.1	AT5G07650	830658	19.20888666	1.447348388	3.730289767	0.002624823	0.39664113	FH2
AT5G07770.1	AT5G07770	830670	505.7734474	246.0499996	1.039539785	0.003990945	0.475903419	FH2
AT5G07770.2	AT5G07770	830670	507.2558968	248.0571015	1.032041471	0.004136571	0.486713568	FH2
AT5G08240.1	AT5G08240	830720	146.380962	61.59241895	1.248903238	0.029203219	1	-
AT5G09290.1	AT5G09290	830788	58.99789953	26.1237387	1.175302209	0.016008774	1	"3'(2'),5'-bisphosphate nucleotidase"
AT5G09440.1	AT5G09440	830803	253.9339191	434.6966287	-0.775555792	0.011378977	0.910968434	EXL4
AT5G09800.1	AT5G09800	830840	79.49775468	50.02737212	0.668196443	0.047128791	1	U-box
AT5G10580.1	AT5G10580	830923	16.44900683	3.262172479	2.33409551	0.000167076	0.065023619	-
AT5G10580.2	AT5G10580	830923	10.81231737	2.472086487	2.128874643	0.001565766	0.285841146	-
AT5G10760.1	AT5G10760	830943	771.4417582	285.0418066	1.436383709	0.046451937	1	protease
AT5G10990.1	AT5G10990	830966	9.427567932	2.346322399	2.006484379	0.016086475	1	auxin-responsive
AT5G11150.1	AT5G11150	830984	206.8276587	327.914926	-0.664892444	0.020063312	1	VAMP713
AT5G11210.1	AT5G11210	830991	121.5858727	25.11643156	2.275272197	0.000189219	0.071291323	GLR2.5
AT5G12330.3	AT5G12330	831108	24.29400328	9.95759955	1.286730341	0.016092865	1	LRP1
AT5G12330.4	AT5G12330	831108	27.09441384	10.95408241	1.306526797	0.019091859	1	LRP1
AT5G12880.1	AT5G12880	831128	23.73079876	5.373842771	2.142734645	0.001155205	0.237270096	proline-rich
AT5G12930.1	AT5G12930	831133	140.4896403	88.95886514	0.659253462	0.023010681	1	-
AT5G13080.1	AT5G13080	831147	20.5665467	1.888397359	3.445065298	0.000550742	0.16119886	WRKY75
AT5G13320.1	AT5G13320	831173	432.3583697	94.85275821	2.188465986	0.036376842	1	WIN3
AT5G13750.1	AT5G13750	831220	603.9366892	386.0296158	0.645685785	0.013509818	0.999748743	ZIFL1
AT5G13750.2	AT5G13750	831220	544.4946519	349.869496	0.638100993	0.016395644	1	ZIFL1
AT5G13750.3	AT5G13750	831220	603.5276611	385.5716908	0.646420764	0.013408609	0.999745918	ZIFL1
AT5G14000.1	AT5G14000	831248	26.25065497	9.397863208	1.481948746	0.003478857	0.448790326	anac084
AT5G14180.1	AT5G14180	831268	12.62864252	185.3894625	-3.87578777	0.026170908	1	MPL1
AT5G14200.1	AT5G14200	831270	3203.007333	4733.194552	-0.563387122	0.049184579	1	"3-isopropylmalate dehydrogenase, chloroplast"
AT5G14200.2	AT5G14200	831270	3197.226299	4727.293717	-0.564193644	0.048863195	1	"3-isopropylmalate dehydrogenase, chloroplast"
AT5G14200.3	AT5G14200	831270	3068.697479	4560.155699	-0.571456656	0.046717462	1	"3-isopropylmalate dehydrogenase, chloroplast"
AT5G14230.1	AT5G14230	831273	252.8117086	665.6726939	-1.396749709	0.004406462	0.503793243	protein binding
AT5G15130.1	AT5G15130	831365	56.47633875	0.332160952	7.40962027	5.89E-13	1.14E-08	WRKY72
AT5G15860.1	AT5G15860	831443	551.3270201	388.6389897	0.504477664	0.047852757	1	PCME
AT5G15970.1	AT5G15970	831454	399.4893818	626.5575076	-0.649289774	0.029685273	1	KIN2
AT5G16170.1	AT5G16170	831475	89.16993748	38.49405534	1.211921739	0.000855057	0.201056507	-
AT5G16230.1	AT5G16230	831483	60.643002	31.84715618	0.929176622	0.023815386	1	stearoyl-ACP desaturase
AT5G16235.1	AT5G16235	5008215	48.51470503	23.01180357	1.076048041	0.018739873	1	other RNA
AT5G17330.1	AT5G17330	831599	488.9653566	229.6032558	1.090589153	0.025203978	1	GAD1
AT5G18840.1	AT5G18840	832002	109.4529939	174.4788755	-0.67274096	0.030154052	1	sugar transporter
AT5G19490.1	AT5G19490	832069	16.28246387	5.160386398	1.657768024	0.013201394	0.995525813	DNA binding
AT5G19750.1	AT5G19750	832095	718.5502271	477.0479043	0.590954859	0.045273698	1	peroxisomal membrane 22 kDa
AT5G19880.1	AT5G19880	832110	29.39380315	0.332160952	6.467485741	0.004762805	0.525218382	peroxidase
AT5G20150.1	AT5G20150	832137	874.6385316	467.0677787	0.905054984	0.011696944	0.922625794	SPX1
AT5G20250.1	AT5G20250	832147	11825.10143	21600.16829	-0.869189994	0.040415137	1	DIN10
AT5G20250.2	AT5G20250	832147	12135.88682	22205.6424	-0.871646773	0.040226685	1	DIN10
AT5G20250.3	AT5G20250	832147	12037.20267	21926.38444	-0.865167776	0.041305385	1	DIN10
AT5G20250.4	AT5G20250	832147	12164.66884	22236.02239	-0.870201694	0.040438212	1	DIN10
AT5G20400.1	AT5G20400	832162	399.79066	253.4383084	0.657610156	0.02518966	1	oxidoreductase
AT5G20830.1	AT5G20830	832206	772.5394982	1212.993199	-0.65089086	0.008457	0.76406407	SUS1
AT5G20830.2	AT5G20830	832206	773.9203183	1213.89493	-0.649386612	0.008577311	0.772961951	SUS1
AT5G20960.1	AT5G20960	832221	1012.959669	538.680857	0.911074033	0.014665852	1	ATAO1
AT5G20960.2	AT5G20960	832221	1013.517021	537.890771	0.913985176	0.014360945	1	ATAO1
AT5G21020.2	AT5G21020	832226	2394.40527	3493.266663	-0.544909418	0.035791938	1	-
AT5G22570.1	AT5G22570	832320	70.66265771	6.872374256	3.362067502	0.015863539	1	WRKY38
AT5G23010.1	AT5G23010	832365	3617.343768	6980.185629	-0.948334695	0.040662614	1	MAM1
AT5G23820.1	AT5G23820	832447	1570.33907	1086.980702	0.530749774	0.014539759	1	ML
AT5G23840.1	AT5G23840	832449	3.379853343	0	Inf	0.022895666	1	ML
AT5G23840.2	AT5G23840	832449	3.379853343	0	Inf	0.023254976	1	ML
AT5G23870.1	AT5G23870	832452	405.8965347	714.3591603	-0.815537581	0.004156954	0.487492376	pectinacetylesterase
AT5G23870.2	AT5G23870	832452	412.4052615	719.8489506	-0.803631472	0.004062766	0.48122719	pectinacetylesterase
AT5G23870.3	AT5G23870	832452	409.5832731	715.3627027	-0.804518103	0.004267528	0.495536969	pectinacetylesterase
AT5G24000.1	AT5G24000	832465	282.4533591	194.5774258	0.537668315	0.043655796	1	-
AT5G24030.1	AT5G24030	832468	1252.713454	2238.122229	-0.837232377	0.002095662	0.350094122	SLAH3
AT5G24090.1	AT5G24090	832474	24.13342044	1.240951523	4.28151374	6.41E-07	0.000913326	CHIB1
AT5G24110.1	AT5G24110	832476	45.52661416	19.2438521	1.242312552	0.02317845	1	WRKY30
AT5G24290.1	AT5G24290	832496	64.14072294	34.30899048	0.902653939	0.026435289	1	integral membrane
AT5G24290.2	AT5G24290	832496	63.25388143	32.75275407	0.949537787	0.02052485	1	integral membrane
AT5G24380.1	AT5G24380	832509	337.3375184	128.7283089	1.389863429	9.47E-07	0.001242392	YSL2
AT5G24530.1	AT5G24530	832524	1838.378768	379.7226656	2.27541602	0.001900692	0.326771351	DMR6
AT5G24600.2	AT5G24600	832531	11.72821974	4.486247934	1.38640278	0.044075073	1	-
AT5G25210.1	AT5G25210	832592	175.1939748	289.6507118	-0.725361052	0.014627865	1	-
AT5G25910.1	AT5G25910	832660	81.88635779	42.86361414	0.933869621	0.017711796	1	RLP52
AT5G26220.1	AT5G26220	832691	226.5661264	70.00083103	1.694488227	0.001413862	0.270666687	ChaC-like
AT5G27280.1	AT5G27280	832786	690.1266253	1196.976261	-0.794461541	0.036598651	1	zinc finger
AT5G27930.1	AT5G27930	832860	261.0331667	387.3293197	-0.569327587	0.02728255	1	PP2C
AT5G27930.2	AT5G27930	832860	273.1977726	406.2311599	-0.572355184	0.02503119	1	PP2C
AT5G35926.1	AT5G35926	3771311	26.97449159	45.59065981	-0.75714252	0.047177524	1	-
AT5G37450.1	AT5G37450	833722	5.806149982	0.45792504	3.664398478	0.014285971	1	kinase
AT5G38010.1	AT5G38010	833780	25.52952461	10.64743685	1.2616605	0.00964269	0.832940258	glucosyl transferase
AT5G38200.1	AT5G38200	833802	19.85051119	46.42526003	-1.225733831	0.017167691	1	hydrolase
AT5G38250.1	AT5G38250	833807	27.58391	3.380877058	3.028357512	0.025317211	1	kinase
AT5G38350.1	AT5G38350	833817	17.22438712	7.283435865	1.241761561	0.04075393	1	NBS-LRR
AT5G38550.1	AT5G38550	833843	12.69001808	4.268471895	1.571902539	0.043679185	1	jacalin lectin
AT5G38900.1	AT5G38900	833882	260.266258	26.99383513	3.269286421	0.000925479	0.211273497	oxidoreductase
AT5G38910.1	AT5G38910	833883	9.11534324	0	Inf	0.019998699	1	germin-like
AT5G39240.1	AT5G39240	833920	1.216331795	6.292449902	-2.371085	0.014947351	1	-
AT5G39410.1	AT5G39410	833937	490.7623769	685.9648665	-0.483110034	0.046455062	1	binding
AT5G39520.1	AT5G39520	833948	127.4200227	61.17319469	1.058620473	0.002984218	0.416986872	-
AT5G40010.1	AT5G40010	833998	16.57377059	2.68554286	2.625616206	0.002163992	0.358130577	AATP1
AT5G40230.1	AT5G40230	834021	32.13354755	13.60689806	1.239742048	0.00423742	0.495288691	nodulin
AT5G40540.1	AT5G40540	834052	161.6894881	271.3929092	-0.747157139	0.040326906	1	kinase
AT5G40590.1	AT5G40590	834057	44.66380453	0.332160952	7.071079853	5.33E-09	1.89E-05	DC1
AT5G40780.1	AT5G40780	834078	888.1239077	359.2412267	1.305808046	0.022264671	1	LTH1
AT5G40780.2	AT5G40780	834078	888.1239077	359.2412267	1.305808046	0.022230594	1	LTH1
AT5G40990.1	AT5G40990	834101	26.43687727	0	Inf	0.000806872	0.196196567	GLIP1
AT5G41280.1	AT5G41280	834129	5.81200327	0.790085992	2.878953926	0.024524205	1	-
AT5G41380.1	AT5G41380	834140	3.777542229	0	Inf	0.010036979	0.851151659	-
AT5G41570.1	AT5G41570	834159	7.143741179	1.83170016	1.963496451	0.037135441	1	WRKY24
AT5G41730.1	AT5G41730	834176	10.94054608	1.888397359	2.534450474	0.005176706	0.555570413	kinase
AT5G41880.1	AT5G41880	834193	485.8059577	324.2893152	0.583098693	0.033073559	1	POLA4
AT5G42530.1	AT5G42530	834260	16690.89987	7710.527724	1.114160228	0.015536343	1	-
AT5G42830.1	AT5G42830	834294	447.9094408	85.40510502	2.390812861	1.51E-06	0.001914738	transferase
AT5G42900.1	AT5G42900	834301	178.6160591	490.0620081	-1.45610251	0.045780346	1	-
AT5G42900.2	AT5G42900	834301	178.207031	490.5199331	-1.460757506	0.045629175	1	-
AT5G42900.3	AT5G42900	834301	178.207031	490.1877722	-1.459780238	0.045596394	1	-
AT5G43350.1	AT5G43350	834353	225.9019492	37.74548937	2.581320563	9.02E-05	0.039426506	PHT1;1
AT5G43370.1	AT5G43370	834355	4.998773116	0.450865531	3.470804922	0.029823913	1	PHT2
AT5G43370.2	AT5G43370	834355	4.998773116	0.450865531	3.470804922	0.029823913	1	PHT2
AT5G43520.1	AT5G43520	834372	3.607714294	0	Inf	0.023799176	1	DC1
AT5G43540.1	AT5G43540	834374	2.619243451	0	Inf	0.040775318	1	zinc finger
AT5G43580.1	AT5G43580	834378	79.0527442	16.56084517	2.255039243	0.004057801	0.48122719	serine-type endopeptidase inhibitor
AT5G44380.1	AT5G44380	834464	227.0259024	68.27556762	1.733415602	0.007993615	0.735338388	FAD-binding
AT5G44610.1	AT5G44610	834489	10.09983548	1.682000495	2.586081758	0.003917775	0.473813468	MAP18
AT5G44820.1	AT5G44820	834512	133.8572531	70.00865993	0.935090017	0.044081877	1	-
AT5G44990.1	AT5G44990	834530	18.83465843	0	Inf	0.000985429	0.218652623	-
AT5G44990.2	AT5G44990	834530	18.83465843	0	Inf	0.001138855	0.235869492	-
AT5G44990.3	AT5G44990	834530	18.36225773	0	Inf	0.000856395	0.201056507	-
AT5G45000.1	AT5G45000	834531	61.80440816	18.47217038	1.742356356	0.03377112	1	transmembrane receptor
AT5G45080.1	AT5G45080	834539	10.68035486	0.45792504	4.543704315	0.001070438	0.224323372	PP2-A6
AT5G45090.1	AT5G45090	834541	11.99194903	0.901731063	3.733225126	0.011240952	0.903737642	PP2-A7
AT5G45380.1	AT5G45380	834574	569.5335521	238.5846229	1.255279773	0.037059828	1	sodium:solute symporter
AT5G45840.1	AT5G45840	834624	150.0176715	321.2525045	-1.098575247	0.001814915	0.316635649	kinase
AT5G45840.2	AT5G45840	834624	176.3007791	379.5684174	-1.106321105	0.001768941	0.314818097	kinase
AT5G48250.1	AT5G48250	834878	407.2941588	670.3541056	-0.718852257	0.047895452	1	zinc finger
AT5G48400.1	AT5G48400	834895	113.9484454	5.03462231	4.500353878	1.78E-05	0.010689837	GLR1.2
AT5G48400.2	AT5G48400	834895	145.8435751	5.817648794	4.647841817	3.39E-05	0.017398652	GLR1.2
AT5G48410.1	AT5G48410	834896	68.61618026	10.19500871	2.750685808	1.86E-05	0.010789667	GLR1.3
AT5G48430.1	AT5G48430	834898	116.8246659	9.991386103	3.547516264	7.68E-08	0.000164372	aspartic-type endopeptidase
AT5G48657.1	AT5G48657	2746202	151.6559789	55.59051456	1.447891735	0.000999524	0.218652623	defense
AT5G48657.2	AT5G48657	2746202	142.6563599	45.19030342	1.658458918	0.000284935	0.096107128	defense
AT5G48740.1	AT5G48740	834932	59.60564472	33.84842746	0.816360152	0.02501383	1	kinase
AT5G48850.1	AT5G48850	834943	460.791575	202.5514623	1.185825839	0.030719348	1	SDI1
AT5G49680.2	AT5G49680	835031	307.6916797	172.1731953	0.837624877	0.019357904	1	KIP
AT5G50200.1	AT5G50200	835085	565.9770937	272.2384245	1.055872958	0.009894163	0.850513738	WR3
AT5G50200.2	AT5G50200	835085	565.5626529	272.2384245	1.054816147	0.010016931	0.851151659	WR3
AT5G50200.3	AT5G50200	835085	565.5626529	272.2384245	1.054816147	0.010008417	0.851151659	WR3
AT5G50400.1	AT5G50400	835108	637.5016811	971.8210024	-0.608261465	0.026320578	1	PAP27
AT5G52120.1	AT5G52120	835288	78.95134349	124.3000372	-0.654791007	0.038948688	1	PP2-A14
AT5G52540.1	AT5G52540	835330	1210.947565	760.1821101	0.671719417	0.004941325	0.53846758	-
AT5G52810.1	AT5G52810	835358	360.9047956	198.164766	0.864917842	0.037047027	1	ornithine cyclodeaminase/mu-crystallin
AT5G53110.1	AT5G53110	835391	58.08197154	15.37988558	1.917045655	0.001491768	0.27953673	-
AT5G53990.1	AT5G53990	835482	9.131508375	0.908790571	3.328833417	0.001657578	0.299547483	glycosyltransferase
AT5G54040.1	AT5G54040	835487	11.80126817	0.783026483	3.913736988	0.000744368	0.196196567	DC1
AT5G54140.1	AT5G54140	835501	106.8355266	65.80362819	0.699152438	0.049137536	1	ILL3
AT5G54230.1	AT5G54230	835511	8.909060177	1.454407896	2.614841311	0.020050579	1	MYB49
AT5G54840.1	AT5G54840	835574	108.6179157	63.76949986	0.768323613	0.012164464	0.940647694	SGP1
AT5G54840.2	AT5G54840	835574	102.2270564	61.28759681	0.738110044	0.016789473	1	SGP1
AT5G54960.1	AT5G54960	835587	1422.080148	2042.390587	-0.522256017	0.026220941	1	PDC2
AT5G55893.1	AT5G55893	835686	4.255355685	0	Inf	0.048889868	1	-
AT5G57480.1	AT5G57480	835852	76.40394179	19.383718	1.97880175	5.36E-06	0.004565183	AAA-type ATPase
AT5G57630.1	AT5G57630	835868	1003.598217	1739.453818	-0.793452563	0.014411421	1	CIPK21
AT5G57655.1	AT5G57655	835871	2403.604433	3884.054424	-0.692363928	0.018381995	1	xylose isomerase
AT5G57655.2	AT5G57655	835871	2446.867242	3958.628471	-0.694064844	0.018144497	1	xylose isomerase
AT5G58570.1	AT5G58570	835970	170.8462745	291.331233	-0.76996159	0.004673605	0.52379874	-
AT5G58660.1	AT5G58660	835980	157.2998663	294.9035006	-0.906725503	0.000664251	0.185237245	oxidoreductase
AT5G59670.1	AT5G59670	836088	180.6420678	48.99848386	1.882324891	0.017612521	1	kinase
AT5G59720.1	AT5G59720	836093	33.34925885	68.79364886	-1.04462068	0.013508604	0.999748743	HSP18.2
AT5G60280.1	AT5G60280	836150	200.6470057	129.6001372	0.630592381	0.033265496	1	kinase
AT5G60950.1	AT5G60950	836216	126.164191	68.67650689	0.877413924	0.008749613	0.779612244	COBL5
AT5G61350.1	AT5G61350	836256	57.30782156	96.32928491	-0.7492424	0.020750336	1	kinase
AT5G61380.1	AT5G61380	836259	1268.985788	1834.81158	-0.531956006	0.031095525	1	TOC1
AT5G61430.1	AT5G61430	836264	24.70741676	42.39278173	-0.778874456	0.046860725	1	NAC5
AT5G61440.1	AT5G61440	836265	697.4150473	1068.014896	-0.614842373	0.013295527	0.998573852	ACHT5
AT5G61550.1	AT5G61550	836276	22.27395508	7.344435522	1.600634236	0.019974125	1	kinase
AT5G61550.2	AT5G61550	836276	22.27395508	7.344435522	1.600634236	0.019882826	1	kinase
AT5G62150.1	AT5G62150	836335	23.52005714	5.390736048	2.125337389	0.002373489	0.374123571	peptidoglycan-binding LysM
AT5G63600.1	AT5G63600	836480	64.72438758	10.10577102	2.679130014	0.000754092	0.196196567	FLS5
AT5G63600.2	AT5G63600	836480	64.72438758	10.10577102	2.679130014	0.000764665	0.196196567	FLS5
AT5G63660.1	AT5G63660	836486	2.613830697	0	Inf	0.040816644	1	LCR74
AT5G63790.1	AT5G63790	836499	1697.603775	1182.890976	0.521182659	0.021462571	1	ANAC102
AT5G63800.1	AT5G63800	836500	2016.569599	3291.695229	-0.706927567	0.01448014	1	MUM2
AT5G63810.1	AT5G63810	836501	1026.895906	1794.375376	-0.805191782	0.002250454	0.365605879	BGAL10
AT5G63920.1	AT5G63920	836513	149.0082593	96.99616638	0.619392666	0.030874469	1	DNA topoisomerase III alpha
AT5G64000.1	AT5G64000	836521	150.1813873	79.08009742	0.925319471	0.00352984	0.451309814	SAL2
AT5G64100.1	AT5G64100	836531	284.3375051	38.69800093	2.877273462	8.68E-06	0.006539256	peroxidase
AT5G64700.1	AT5G64700	836591	47.44911846	27.5553208	0.784050361	0.012064645	0.939080126	nodulin MtN21
AT5G64780.1	AT5G64780	836599	146.5536263	82.576922	0.827618117	0.018295645	1	-
AT5G64810.1	AT5G64810	836602	38.03651646	11.0307809	1.785850197	0.00103641	0.222054647	WRKY51
AT5G64905.1	AT5G64905	836614	23.63378408	1.691817055	3.804205167	0.000800343	0.196196567	PROPEP3
AT5G65600.1	AT5G65600	836686	39.14142074	12.47481735	1.649677431	0.002317393	0.371982353	kinase
AT5G65980.1	AT5G65980	836728	4.919675873	0.773209924	2.669631209	0.045466757	1	auxin efflux carrier
AT5G66052.1	AT5G66052	836736	483.2713262	874.3109695	-0.855313102	0.006764733	0.667353202	-
AT5G66053.1	AT5G66053	6240214	95.43345482	205.9554772	-1.109765487	0.000777116	0.196196567	-
AT5G66320.1	AT5G66320	836764	418.5302572	269.899828	0.632907868	0.043574387	1	zinc finger
AT5G66690.1	AT5G66690	836802	20.56996238	6.254395308	1.717596843	0.006890786	0.676022369	UGT72E2
AT5G66910.1	AT5G66910	836825	528.8807975	362.761444	0.543921468	0.038743183	1	CC-NBS-LRR
AT5G67340.1	AT5G67340	836869	240.0738962	84.55249117	1.505559378	1.35E-05	0.008688233	U-box
AT5G67450.1	AT5G67450	836881	69.03187526	24.50483816	1.494196057	0.000671889	0.185903186	AZF1
